CIK|Ticker|Name|Exchange|SIC|Business|Incorporated|IRS
895126|CHK|Chesapeake Energy Corp|NYSE|1311|OK|OK|731395733
844161|CHKE|Cherokee Inc|NASDAQ|2330|CA|DE|954182437
1077535|CHKJ|Cherokee Banking Co|OTC|6021|GA|GA|582432974
879554|CHKR|Checkers Drive In Restaurants Inc|NYSE|5812|FL|DE|581654960
1524769|CHKR|Chesapeake Granite Wash Trust|NYSE|1311|TX|DE|456355635
1092959|CHKT|Chemokine Therapeutics Corp||2836|A1|DE|330921251
1227167|CHLE|Centennial Specialty Foods Corp|OTC|2030|CO|DE|840677455
742685|CHLN|Chalone Wine Group LTD|NASDAQ|2080|CA|CA|941696731
1303330|CHLN|China Housing & Land Development Inc|NASDAQ|1520|F4|NV|201334845
1123493|CHLO|China Logistics Group Inc|OTC|7389|F4|FL|651001686
1366922|CHM|China Healthcare Acquisition Corp|NYSE MKT|6770|CA|DE|205013347
883813|CHMD|Chronimed Inc|OTC|5912|MN|MN|411515691
763563|CHMG|Chemung Financial Corp|NASDAQ|6022|NY|NY|161237038
1571776|CHMI|Cherry Hill Mortgage Investment Corp|NYSE|6798|NJ|MD|461315605
19149|CHMP|Champion Industries Inc|OTC|2750|WV|WV|550717455
1082603|CHMS|China Mobility Solutions Inc Formerly Xin Net Corp||7374|A1|FL|330751560
1091862|CHMT|Chemtura Corp|NYSE|2820|CT|DE|522183153
845379|CHN|China Fund Inc|NYSE||MA|MD|
1013696|CHNL|Channell Commercial Corp||3669|CA|DE|952453261
1374061|CHNQ|China Opportunity Acquisition Corp||6770|NY|DE|205331360
808064|CHP|C&D Technologies Inc||3690|PA|DE|133314599
1093779|CHPC|Chippac Inc|OTC|3674|CA|CA|770463048
1438355|CHR|Capitalsource Healthcare REIT|NYSE|6798|CA||262730129
793628|CHRB|China Natural Resources Inc||1040|K3||
1042134|CHRD|Chordiant Software Inc||7372|CA|DE|931051328
1173784|CHRI|China Health Resource Inc|OTC|2834|F4|DE|731629948
1090069|CHRK|Cherokee International Corp||3679|CA|DE|954745032
19353|CHRS|Charming Shoppes Inc||5621|PA|PA|231721355
1043277|CHRW|C H Robinson Worldwide Inc|NASDAQ|4731|MN|DE|411883630
23019|CHRZ|Computer Horizons Corp||7373|NJ|NY|132638902
897429|CHS|Chicos Fas Inc|NYSE|5621|FL|FL|592389435
823277|CHSCP|CHS Inc|NASDAQ|5150|MN|MN|410251095
1090403|CHSI|Catalyst Health Solutions Inc||6411|MD|DE|522181356
1473078|CHSP|Chesapeake Lodging Trust|NYSE|6798|MD|MD|270372343
1357531|CHTL|Velatel Global Communications Inc||4812|CA|NV|980489800
1333763|CHTP|Chelsea Therapeutics International LTD|NASDAQ|2836|NC|DE|203174202
1091667|CHTR|Charter Communications Inc|NASDAQ|4841|MO|DE|431857213
19520|CHTT|Chattem Inc||2834|TN|TN|620156300
864233|CHUX|O Charleys Inc||5812|TN|TN|621192475
1524931|CHUY|Chuys Holdings Inc|NASDAQ|5812|TX|DE|205717694
1367880|CHV|Churchill Ventures LTD|NYSE MKT|6770|NY||205113856
1333491|CHVC|China Voice Holding Corp||3661|FL|NY|161680725
1396277|CHW|Calamos Global Dynamic Income Fund|NASDAQ||IL|DE|208819776
1434667|CHWM|China Wi-max Communications Inc|OTC|4899|CO|NV|611504884
1329184|CHWN|Covalent Energy International Inc||4011|DC|DE|953979080
1222719|CHY|Calamos Convertible & High Income Fund|NASDAQ||IL||20683363
20232|CHYR|Chyronhego Corp|NASDAQ|3861|NY|NY|112117385
845879|CHYS|Charys Holding Co Inc||7200|GA||512152284
200138|CHZ|Chittenden Corp||6022|VT|VT|30228404
701221|CI|Cigna Corp|NYSE|6324|CT|DE|61059331
24090|CIA|Citizens Inc|NYSE|6311|TX|CO|840755371
930277|CIBI|Community Investors Bancorp Inc||6035|OH|OH|341779309
948976|CIBN|California Independent Bancorp|OTC|6022|CA|CA|680349947
1373846|CICC|China Internet Cafe Holdings Group Inc|OTC|5960|F4|NV|980500738
727634|CICI|Communication Intelligence Corp|OTC|7372|CA|DE|942790442
945384|CICN|Cicero Inc|OTC|7371|NC|DE|112920559
892553|CIDI|Chart Industries Inc||3443|OH|DE|341712937
1173204|CIDM|Cinedigm Corp|NASDAQ|7389|NY|DE|223720962
1471261|CIE|Cobalt International Energy Inc|NYSE|1311|TX||270821169
936395|CIEN|Ciena Corp|NASDAQ|3661|MD|DE|232725311
833021|CIF|MFS Intermediate High Income Fund|NYSE||MA|MA|46593681
1313918|CIFC|Cifc Corp|NASDAQ|6199|NY|DE|202008622
791115|CIGI|Coach Industries Group Inc||3711|MO|NV|911942841
1432754|CIGW|Cig Wireless Corp|OTCBB|4899|GA|NY|680672900
1417624|CIHI|Promodoesworkcom Inc||5960|A1|NV|980521484
1278895|CII|Blackrock Enhanced Capital & Income Fund Inc|NYSE||DE||
1459482|CIIX|Chineseinvestorscom Inc|OTCBB|8200|CA|IN|
810766|CIK|Credit Suisse Asset Management Income Fund Inc|NYSE MKT||NY|MD|232451535
1166297|CIK|Credit Suisse Asset Management Securities Inc|NYSE MKT||NY||
1421525|CIL|China Intelligent Lighting & Electronics Inc|NYSE|3640|F4|DE|261357819
1409493|CIM|Chimera Investment Corp|NYSE|6798|NY|DE|260630461
833298|CIMA|Cima Labs Inc||2834|MN|DE|411569769
820906|CIMG|Color Imaging Inc||7389|GA|DE|133453420
1035901|CIMK|Cimnet Inc||7372|PA|DE|522075851
899652|CIN|Cinergy Corp||4931|OH|DE|311385023
818726|CIND|China Industrial Group Inc|OTC|5150|NY|CO|840974043
20286|CINF|Cincinnati Financial Corp|NASDAQ|6331|OH|OH|310746871
1398137|CINJ|Cinjet Inc|OTC|7380|||208609439
1021853|CIO|Computerized Thermal Imaging Inc||3826|OR|NV|870458721
18654|CIP|Ameren Illinois Co||4931|IL|IL|370211380
1091883|CIR|Circor International Inc|NYSE|3490|MA|DE|43477276
813716|CIRC|Cirtran Corp|OTC|2080|UT|NV|680121636
1171825|CIT|Cit Group Inc|NYSE|6172|NJ|DE|651051192
1106861|CITC|Childrens Internet Inc|OTC|7372|CA|NV|880370247
794927|CITI|Canterbury Consulting Group Inc|OTC|8200|NJ|PA|232170505
948850|CITP|Comsys It Partners Inc||7363|TX|DE|561930691
872202|CITY|Avalon Correctional Services Inc|OTC|8744|OK|NV|
1058438|CITZ|CFS Bancorp Inc|NASDAQ|6035|IN|IN|332042093
1049606|CIX|Compx International Inc|NYSE MKT|3420|TX|DE|570981653
799511|CIYL|City Loan Inc||6153|CA|DE|202675930
1075706|CIZN|Citizens Holding Co|NASDAQ|6022|MS|MS|640666512
1172353|CJBK|Central Jersey Bancorp||6021|NJ|NJ|223757709
1509273|CJES|C&J Energy Services Inc|NYSE|1389|TX|DE|205673219
1413263|CJJD|China Jo-jo Drugstores Inc|NASDAQ|5122|F4||980557582
23304|CJML|Cone Mills Corp||2211|NC|NC|560367025
1107050|CKCM|Click Commerce Inc||7372|IL||364088644
846815|CKCRQ|Collins & Aikman Corp||3714|MI|DE|133489233
799088|CKEC|Carmike Cinemas Inc|NASDAQ|7830|GA|DE|581469127
1045151|CKEI|Achievement Tec Holdings Inc||7372|NY|DE|820290939
949341|CKFR|Checkfree Corp||7389|GA|DE|582360335
930203|CKFSB|CKF Bancorp Inc||6035|KY|DE|611267810
1017699|CKGT|China Kangtai Cactus Bio-tech Inc|OTC|2834|F4|NV|870650263
859598|CKH|Seacor Holdings Inc|NYSE|4412|FL|DE|133542736
861050|CKN|Cash Systems Inc|NYSE MKT|6199|NV|DE|870398535
1365794|CKNA|Chino Commercial Bancorp||6021|CA|CA|204797048
215419|CKP|Checkpoint Systems Inc|NYSE|3669|NJ|PA|221895850
919628|CKR|Cke Restaurants Inc|NYSE|5812|CA|DE|330602639
1064539|CKRH|Ckrush Inc||3949|NY|DE|650648808
1105841|CKSW|Clicksoftware Technologies LTD|NASDAQ|7372|L3|L3|
352955|CKX|CKX Lands Inc|NYSE MKT|1311|LA|LA|720144530
793044|CKXE|CKX Inc||7812|NY|DE|270118168
21665|CL|Colgate Palmolive Co|NYSE|2844|NY|DE|131815595
1406982|CLA|Capitol Acquisition Corp|NYSE MKT|6770|DC|DE|260435458
1512499|CLAC|Capitol Acquisition Corp II|NASDAQ|6770|DC|DE|274749725
1046057|CLAI|Transcoastal Corp||1311|TX|DE|752649230
835409|CLAR|Clarion Technologies Inc|OTC|3714|MI|DE|911407411
1001627|CLAS|Classic Bancshares Inc||6035|KY|DE|611289391
1325228|CLAY|Clayton Holdings Inc||7389|CT||202660764
1000229|CLB|Core Laboratories N V|NYSE|1389|P7|P7|
1383567|CLB|Core Laboratories LP|NYSE|1389|TX|DE|760446294
1127160|CLBH|Carolina Bank Holdings Inc|NASDAQ|6022|NC|NC|562215437
354562|CLBK|Commercial Bankshares Inc||6022|FL|FL|650050176
20740|CLC|Clarcor Inc|NYSE|3714|TN|DE|360922490
1059186|CLCE|CLC Healthcare Inc||8050|TX|NV|911895305
1089143|CLCT|Collectors Universe Inc|NASDAQ|7389|CA|DE|330846191
1441849|CLD|Cloud Peak Energy Inc|NYSE|1221|WY|DE|263088162
716646|CLDA|Clinical Data Inc||2834|MA|DE|42573920
774569|CLDB|Cortland Bancorp Inc|OTC|6035|OH|OH|341451118
1305253|CLDN|Celladon Corp|NASDAQ|2836|CA|DE|330971591
1444834|CLDS|Celestial Delights USA Corp|OTC|2090|AZ|NV|
1476045|CLDT|Chatham Lodging Trust|NYSE|6798|FL|MD|271200777
34115|CLE|Claires Stores Inc|NYSE|5600|IL|DE|590940416
1054290|CLEC|US Lec Corp||4813|NC|DE|562065535
764065|CLF|Cliffs Natural Resources Inc|NYSE|1000|OH|OH|341464672
1174820|CLFC|Center Financial Corp||6022|CA|CA|522380548
796505|CLFD|Clearfield Inc|NASDAQ|3661|MN|MN|411347235
1341995|CLFR|Virtual Medical Centre Inc||7374|C3|NV|
1363573|CLGL|California Gold Corp|OTC|1000|NY|NV|
36047|CLGX|Corelogic Inc|NYSE|7374|CA|DE|951068610
887247|CLGY|Adamis Pharmaceuticals Corp|NASDAQ|2834|CA|DE|820429727
830664|CLGZ|Hutech21 Co LTD||8742|M5|NV|651021346
822818|CLH|Clean Harbors Inc|NYSE|4955|MA|MA|42997780
924901|CLI|Mack Cali Realty Corp|NYSE|6798|NJ|MD|223305147
1081154|CLIC|Calico Commerce Inc||7389|CA|DE|770373344
925741|CLIK|Tiger X Medical Inc||3842|CA|DE|232753988
1434524|CLIR|Clearsign Combustion Corp|NASDAQ|3823|WA|WA|
1063980|CLK|Clark Inc|NYSE|6411|IL|DE|522103926
1052327|CLKS|Click2learn Inc||7371|WA|DE|911276003
814083|CLM|Cornerstone Strategic Value Fund Inc|NYSE MKT||NY|MD|133407699
1000285|CLME|Solution Technology International Inc||7372|MD||521988677
1130128|CLMN|China Ivy School Inc||8200|F4|NV|980338263
1299033|CLMS|Calamos Asset Management Inc|NASDAQ|6211|IL||320122554
1340122|CLMT|Calumet Specialty Products Partners LP|NASDAQ|2911|IN|DE|371516132
1368265|CLNE|Clean Energy Fuels Corp|NASDAQ|4932|CA|DE|330968580
869484|CLNW|Call Now Inc|OTC|7948|TX|FL|650337175
1467076|CLNY|Colony Financial Inc|NYSE|6798|CA|MD|270419483
1144514|CLOV|Clover Leaf Financial Corp||6770|IL|DE|
23426|CLP|Connecticut Light & Power Co|NYSE|4911|CT|CT|60303850
909111|CLP|Colonial Properties Trust|NYSE|6798|AL|AL|597007599
1414628|CLPI|Calpian Inc|OTC|7389|TX|TX|208592825
16496|CLPO|Calprop Corp||1531|CA|CA|954044835
732834|CLR|Continental Resources Inc|NYSE|1311|OK|OK|730767549
1307431|CLRC|Clear Choice Financial Inc||6282|AZ|NV|331080880
1412299|CLRH|Airtimedsl|OTC|3661|NV|NV|208257363
1238579|CLRI|Clearant Inc|OTC|2836|CA||912190195
1048611|CLRK|Color Kinetics Inc||3640|MA|DE|43391805
840715|CLRO|Clearone Inc|NASDAQ|3663|UT|UT|870398877
913277|CLRS|Black Diamond Inc|NASDAQ|3949|UT|DE|581972600
1038223|CLRT|Clarient Inc||8071|CA|DE|752649072
1442853|CLRV|Indo Global Exchanges Pte LTD||1000|K8|NV|
931059|CLRX|Collabrx Inc|NASDAQ|3559|CA|DE|680370244
1166414|CLSC|Cobalis Corp||2834|CA|NV|911868007
749647|CLSN|Celsion Corp|NASDAQ|2834|NJ|DE|521256615
1016006|CLSR|Closure Medical Corp||3841|NC|DE|561959623
913590|CLST|CLST Holdings Inc||5065|TX|DE|752479727
919583|CLTK|Celeritek Inc||3674|CA|CA|770057484
1419583|CLTK|Eos Petro Inc||1311|A6|NV|980550353
1084088|CLTR|Satellite Security Corp|OTC|9995|CA|NV|911903590
1295976|CLU|Cellu Tissue Holdings Inc|NYSE|2621|GA|DE|61346495
1281774|CLUB|Town Sports International Holdings Inc|NASDAQ|7997|NY|DE|200640002
1466301|CLVS|Clovis Oncology Inc|NASDAQ|2834|CO|DE|900475355
1441236|CLW|Clearwater Paper Corp|NYSE|2631|WA|DE|203594554
1285551|CLWR|Clearwire Corp||4899|WA||562408571
1442505|CLWR|New Clearwire Corp|NASDAQ|4899|WA|DE|
874759|CLWY|Calloways Nursery Inc|OTC|5200|TX|TX|752092519
21076|CLX|Clorox Co|NYSE|2842|CA|DE|310595760
317438|CLXN|CLX Medical Inc|||TX|CO|840749623
1286839|CLXS|Collexis Holdings Inc|OTC|7372|SC||200987069
915508|CLYS|Catalyst International Inc||7372|WI|DE|391415889
719729|CLYW|Calypso Wireless Inc||4813|TX|DE|135671924
793279|CLZR|Candela Corp||3845|MA|DE|42477008
28412|CMA|Comerica Inc|NYSE|6021|TX|DE|6021
1288633|CMAQ|China Mineral Acquisition Corp||6770|NY||200938259
1089503|CMBC|Community Bancorp Inc||6021|CA|DE|330859334
22444|CMC|Commercial Metals Co|NYSE|3312|TX|DE|750725338
1057327|CMCA|Monkey Rock Group Inc||3669|SD|DE|980208402
1118761|CMCJ|Comcam International Inc|OTC|3651|PA|DE|232976562
1005229|CMCO|Columbus Mckinnon Corp|NASDAQ|3531|NY|NY|160547600
1166691|CMCSA|Comcast Corp|NASDAQ|4841||PA|270000798
812121|CMD|Criticare Systems Inc|NYSE ARCA|3845|WI|DE|391501563
1202081|CMDA|China Media1 Corp||1040|CA|NV|460498798
821524|CMDC|China Digital Media Corp||3663|F4|NV|133422912
893771|CMDI|Comprehensive Medical Diagnostics Group Inc|OTCBB|3490|VA|FL|650353816
230131|CMDZ|Comdial Corp||3661|FL|DE|942443673
1156375|CME|Cme Group Inc|NASDAQ|6200|IL|DE|364459170
1014618|CMEC|Commercial Concepts Inc||7372|UT|UT|870409620
720013|CMED|Colorado Medtech Inc||3845|CO|CO|840731006
1326059|CMED|China Medical Technologies Inc||3841|F4|E9|
1115818|CMEG|Camelot Entertainment Group Inc||7812|CA|DE|522195605
1098813|CMFB|Commercefirst Bancorp Inc||6021|MD|MD|522180744
1099977|CMFO|China Marine Food Group LTD|OTC|2090|F4|NV|870640467
1058090|CMG|Chipotle Mexican Grill Inc|NYSE|5812|CO||841219301
1346655|CMGO|CMG Holdings Group Inc|OTC|6798|FL|NV|870733770
69623|CMHS|Comprehensive Healthcare Solutions Inc||8090|VA|DE|580962699
26172|CMI|Cummins Inc|NYSE|3510|IN|IN|350257090
1040850|CMIB|Mediswipe Inc||4813|MI|DE|208484256
934747|CMIN|Commonwealth Industries Inc||3350|KY|DE|133245741
1168938|CMIN|Constitution Mining Corp||1000|R5|DE|880455809
853770|CMK|MFS Intermarket Income Trust I|NYSE||MA|MA|43060853
886475|CMKG|MKTG Inc|OTC|7310|NY|DE|61340408
1353307|CMKM|China Marketing Media Holdings Inc|OTC|2721|F4|TX|760641113
1082275|CMKT|Capital Markets Technologies Inc||7372|IL|FL|650907899
1092299|CMKX|CMKM Diamonds Inc||3944|NV|NV|
1253955|CML|Compellent Technologies Inc|NYSE|7372|MN|DE|371434895
1304464|CMLP|Crestwood Midstream Partners LP|NYSE|4922|TX|DE|431918951
1389030|CMLP|Crestwood Midstream Partners LP|NYSE|4922|TX|DE|562639586
1058623|CMLS|Cumulus Media Inc|NASDAQ|4832|GA|DE|364159663
847322|CMM|Criimi Mae Inc|NYSE|6798|MD|MD|521622022
19446|CMN|Cantel Medical Corp|NYSE|3841|NJ|DE|221760285
1124184|CMNC|Community National Corp||6021|OH|OH|311724230
1108630|CMNN|Live Current Media Inc||7389|A1|NV|880346310
701319|CMNT|Computer Network Technology Corp|OTC|3576|MN|MN|411356476
766701|CMO|Capstead Mortgage Corp|NYSE|6798|TX|MD|752027937
1009976|CMOH|Commercial Bancshares Inc|OTC|6022|OH|OH|341787239
893162|CMOS|Credence Systems Corp||3825|CA|DE|942878499
1227654|CMP|Compass Minerals International Inc|NYSE|1400|KS|DE|363972986
736291|CMPC|Compucom Systems Inc||5045|TX|DE|382363156
700998|CMPD|Compumed Inc|OTC|7374|CA|DE|952860434
1040328|CMPP|Champps Entertainment Inc||5810|CO|DE|43370491
64578|CMPX|Compex Technologies Inc||3845|MN|MN|410985318
352281|CMQ|Cathay Merchant Group Inc||3334|F4|DE|42608713
1131806|CMRC|Commerce One Inc||7373|CA|DE|943392885
813298|CMRG|Destination XL Group Inc||5651|MA|DE|42623104
22252|CMRO|Comarco Inc|OTC|3663|CA|CA|952088894
1117480|CMRX|Chimerix Inc|NASDAQ|2834|NC|DE|330903395
201533|CMS|Consumers Energy Co|NYSE|4931|MI|MI|380442310
811156|CMS|CMS Energy Corp|NYSE|4931|MI|MI|382726431
1350072|CMSB|CMS Bancorp Inc|NASDAQ|6036|NY|DE|
907686|CMSF|Plures Technologies Inc||3674|NY|DE|953880130
1026655|CMT|Core Molding Technologies Inc|NYSE MKT|3089|OH|DE|311481870
23197|CMTL|Comtech Telecommunications Corp|NASDAQ|3663|NY|DE|112139466
1031951|CMTN|Copper Mountain Networks Inc|OTC|3661|CA|DE|330702004
718413|CMTV|Community Bancorp|OTC|6021|VT|VT|30284070
352988|CMTX|Comtex News Network Inc|OTC|7380|VA|DE|133055012
714710|CMTY|Community Banks Inc||6021|PA|PA|232251762
809844|CMU|MFS High Yield Municipal Trust|NYSE||MA|MA|42950868
803014|CMVT|Comverse Technology Inc|NASDAQ|3661|NY|NY|133238402
1000736|CMX|Caremark RX Inc||5912|AL|DE|631151076
1066961|CMXG|Cyber Merchants Exchange Inc||7389|CA|CA|954597370
1091596|CMXI|Cytomedix Inc|OTC|3841|MD|DE|232958959
786620|CMXX|Cimetrix Inc|OTC|7372|UT|NV|870439107
21175|CNA|Cna Financial Corp|NYSE|6331|IL|DE|366169860
1468944|CNA|China Metro-rural Holdings LTD|NYSE|6500|D8|D8|
866054|CNAF|Commercial National Financial Corp|OTC|6022|PA|PA|251623213
1410711|CNAM|Armco Metals Holdings Inc|NYSE|5050|CA|NV|260491904
1383701|CNAT|Conatus Pharmaceuticals Inc|NASDAQ|2834|CA|DE|203183915
92339|CNB|Colonial Bancgroup Inc|NYSE|6022|AL|DE|630661573
779125|CNB|CNB Corp||6021|MI|MI|362662386
852618|CNBB|CNB Florida Bancshares Inc||6021|FL|FL|592958616
712771|CNBC|Center Bancorp Inc|NASDAQ|6022|NJ|NJ|521273725
839928|CNBI|CNB Bancorp Inc|OTC|6021|NY|NY|141709485
812348|CNBKA|Century Bancorp Inc|NASDAQ|6022|MA|MA|42498617
1409136|CNBR|Cinnabar Ventures Inc||1000|||
1071739|CNC|Centene Corp|NYSE|6324|MO||41406317
1324297|CNCAU|Chardan North China Acquisition Corp||6770|CA|DE|202479743
1005101|CNCG|Concierge Technologies Inc|OTC|7389|CA|CA|954442384
1302135|CNCM|Connected Media Technologies Inc|OTC|6794|FL||61238435
1191334|CNCN|Cintel Corp|OTC|3674|CA|NV|522360156
1157648|CNCP|Carolina National Corp||6021|SC|SC|571101005
1004940|CNCT|Intracorp Entertainment Inc|OTC|7373|FL|FL|592586701
1004960|CNCT|Connetics Corp|OTC|2834|CA|DE|943173928
1022820|CNDL|Candlewood Hotel Co Inc|OTC|7011|KS|DE|481188025
1429260|CNDO|Coronado Biosciences Inc|NASDAQ|2834|MA|DE|205157386
1015577|CNET|Cnet Networks Inc|NASDAQ|7389|CA|DE|133696170
1376321|CNET|Chinanet Online Holdings Inc|NASDAQ|7311|F4|NV|204672080
1080973|CNEX|Centrex Inc|OTC|2835|OK||731554121
23675|CNF|Con-way Inc||4213|MI|DE|941444798
887136|CNFL|Citizens Financial Corp||6321|KY|KY|611187135
753224|CNGL|China Nutrifruit Group LTD|OTC|2033|F4|NV|870395695
1388978|CNGV|China Shianyun Group Corp LTD|OTC|2844|F4||830506099
821356|CNHC|Cistera Networks Inc|OTC|5045|TX||911944887
1333878|CNHL|China Health Care Corp|OTC|1040|K3|WY|
24751|CNIG|Corning Natural Gas Corp|OTC|4923|NY|NY|160397420
1582244|CNIG|Corning Natural Gas Holding Corp|OTC|4923|NY|NY|463235589
1350684|CNIT|China Information Security Technology Inc|NASDAQ|7372|F4||591944687
769644|CNJ|Cole National Corp||5990|OH|DE|341453189
1385280|CNK|Cinemark Holdings Inc|NYSE|7830|TX|DE|205490327
1089819|CNL|Cleco Corp|NYSE|4911|LA|LA|721445282
23503|CNLG|Conolog Corp|OTC|3679|NJ|DE|520853566
1092897|CNM|Colonial New York Insured Municipal Fund|||MA|MA|43483819
816956|CNMD|Conmed Corp|NASDAQ|3845|NY|NY|160977505
1402737|CNMV|China Northern Medical Device Inc|OTCBB|3841|X0||300428006
21178|CNN|Prospect Street Income Shares Inc|||TX|MD|362765811
719241|CNO|Conseco Inc|NYSE|6321|IN|IN|351468632
1224608|CNO|Cno Financial Group Inc|NYSE|6321|IN|DE|753108137
1337826|CNOA|China Organic Agriculture Inc||5150|F4||
1462694|CNOB|Connectone Bancorp Inc|NASDAQ|6022|NJ|NJ|261998619
1130310|CNP|Centerpoint Energy Inc|NYSE|4911|TX||740694415
1066026|CNQR|Concur Technologies Inc|NASDAQ|7372|WA|DE|911608052
310316|CNR|Canargo Energy Corp|NYSE MKT|1311|X0|DE|910881481
1443979|CNR|China Networks International Holdings LTD|NYSE MKT|7310|NY||
1059167|CNRD|Conrad Industries Inc|OTC|3730|LA|DE|721416999
1140827|CNS|City Network Inc|NYSE|7389|NV|NV|880467944
1284812|CNS|Cohen & Steers Inc|NYSE|6282|NY|DE|141904657
1549872|CNSI|Comverse Inc|NASDAQ|7389|MA|DE|43398741
1375494|CNSJ|China Shuangji Cement LTD||6770|DE|CA|953542340
1304421|CNSL|Consolidated Communications Holdings Inc|NASDAQ|4813|IL|DE|20636095
822370|CNSO|CNS Response Inc|OTC|8090|CA|DE|870419387
29806|CNST|Constar International Inc|NASDAQ|3080|PA|DE|131889304
1392960|CNSV|Consolidation Services Inc|OTC|1311|NV|DE|208317863
912893|CNT|Centerpoint Properties Trust||6798|IL|MD|363910279
1044167|CNTV|Centiv Inc||5045|IL|DE|582033795
911147|CNTY|Century Casinos Inc|NASDAQ|7011|CO|DE|841271317
803352|CNU|Continucare Corp|NYSE|8093|FL|FL|592716063
1327012|CNUTU|Equity Media Holdings Corp|NASDAQ|4833|FL|DE|202763411
1032997|CNV|CVF Corp||6799|NY||870429335
778171|CNVLZ|City Investing Co Liquidating Trust||6199|NY|DE|136859211
1407450|CNVO|Convio Inc|NASDAQ|7372|TX|DE|742935609
1125536|CNVR|Convera Corp||7372|VA|DE|541987541
1070412|CNX|Consol Energy Inc|NYSE|1221|PA|DE|510337383
814258|CNXS|CNS Inc||3845|MN|DE|411580270
1069353|CNXT|Conexant Systems Inc||3674|CA|DE|251799439
907072|CO|Corrpro Companies Inc|NYSE|8711|OH|OH|341422570
1322232|COA|Coastal Contacts Inc|NASDAQ|3851|A1||
764811|COB|Communityone Bancorp|NASDAQ|6021|NC|NC|561456589
1317019|COBK|Colonial Bankshares Inc|NASDAQ|6021|NJ|X1|
1485527|COBK|Colonial Financial Services Inc|NASDAQ|6035|NJ||900183739
30828|COBR|Cobra Electronics Corp|NASDAQ|3663|IL|DE|362479991
849145|COBT|Heritage Global Inc||4822|A6|FL|592291344
1028734|COBZ|Cobiz Financial Inc|NASDAQ|6021|CO|CO|840826324
914479|COCA|Coastcast Corp||3949|CA|CA|953454926
21239|COCBF|Coastal Caribbean Oils & Minerals LTD|OTC|1311|D0|D0|
1066134|COCO|Corinthian Colleges Inc|NASDAQ|8200|CA||330717312
1322705|CODE|Spansion Inc|NYSE|3674|CA|DE|300177542
1345122|CODI|Compass Group Diversified Holdings LLC|NYSE|3714|CT|DE|203812051
1345126|CODI|Compass Diversified Holdings|NYSE|3714|CT|DE|576218917
1316710|COE|Columbia Equity Trust Inc|NYSE|6798|DC|MD|201978579
927628|COF|Capital One Financial Corp|NYSE|6021|VA|DE|541719854
1201135|COFI|Credit One Financial Inc|OTC|7310|NY|FL|593641205
858470|COG|Cabot Oil & Gas Corp|NYSE|1311|TX|DE|43072771
28367|COGO|Cogo Group Inc|NASDAQ|3670|F4|MD|520466460
1289434|COGT|Cogent Inc||7373|CA|DE|954305768
1116132|COH|Coach Inc|NYSE|3100|NY|MD|522242751
908821|COHG|Cheetah Oil & Gas LTD|OTC|1311|A1|NV|931118907
21212|COHM|All American Group Inc||1520|IN|IN|351101097
21510|COHR|Coherent Inc|NASDAQ|3826|CA|DE|941622541
928420|COHT|Cohesant Technologies Inc||3560|OH|DE|341775913
21535|COHU|Cohu Inc|NASDAQ|3825|CA|DE|951934119
1482075|COIL|Citadel Exploration Inc|OTC|7389|CA|NV|271550482
1366340|COIN|Finjan Holdings Inc|NASDAQ|2870|NY|DE|204075963
317540|COKE|Coca Cola Bottling Co Consolidated|NASDAQ|2086|NC|DE|560950585
1137411|COL|Rockwell Collins Inc|NYSE|3728|IA|DE|522314475
887343|COLB|Columbia Banking System Inc|NASDAQ|6022|WA|WA|911422237
21759|COLL|Collins Industries Inc||3711|KS|MO|430985160
1050797|COLM|Columbia Sportswear Co|NASDAQ|2300|OR|OR|930498284
1381526|COLUMBUSAC|Columbus Acquisition Corp|NYSE MKT|6770|NY||205338217
1319197|COLY|Coley Pharmaceutical Group Inc||2834|MA|DE|61506689
752195|COMB|Community Bancshares Inc||6022|AL|DE|630868361
1165532|COMM|Atx Communications Inc|NASDAQ|4812||DE|134078506
1517228|COMM|Commscope Holding Company Inc|NASDAQ|3663|NC|DE|274332098
738076|COMS|3com Corp||3576|MA|DE|942605794
1372664|COMV|Comverge Inc|NASDAQ|3822|GA|DE|223543611
1553023|CONE|Cyrusone Inc|NASDAQ|6798|TX|MD|
